"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0,2.29621847543204,0.739,0.261,0,"RNASEK"
0,1.98973158789063,0.787,0.428,0,"FO538757.2"
0,2.46322988967537,0.471,0.119,0,"C11orf98"
0,1.86586279747302,0.851,0.515,0,"IFITM1"
0,2.19688999495727,0.626,0.296,0,"CRIP1"
0,2.45721812652654,0.382,0.092,0,"PAM16"
0,2.02053822869634,0.977,0.724,0,"NME2"
0,1.878962824693,0.98,0.83,0,"AC090498.1"
0,1.08475501195566,0.955,0.819,0,"TOMM5"
0,0.76118558371858,0.966,0.893,0,"KRTCAP2"
0,0.552883102734413,0.957,0.903,0,"ROMO1"
0,0.52930554188259,0.979,0.947,0,"NDUFB1"
0,0.707720499802253,0.995,0.98,0,"MT-ND3"
0,0.470736683921217,0.99,0.976,0,"SLIRP"
0,0.914902760470264,0.999,0.998,0,"RPL17"
0,1.33354283653305,1,0.999,0,"MIF"
0,0.642437185974853,1,1,0,"RPS27"
0,0.273346848439687,1,1,0,"RPL31"
0,0.551589026908566,1,1,0,"RPL37A"
0,0.292755343889568,1,1,0,"TMA7"
0,0.598397291171172,1,1,0,"RPL37"
0,0.571836996927075,1,1,0,"RPL39"
0,0.277283744933902,1,1,0,"RPS26"
0,0.511834164653493,1,1,0,"RPS29"
0,0.525344498241937,1,1,0,"RPL38"
0,0.43738073309824,1,1,0,"ATP5E"
0,0.356679978113283,1,1,0,"RPL36"
0,0.520109558946408,1,1,0,"RPS28"
2.48340136473582e-302,0.331917568136892,0.999,0.999,4.76564721892803e-298,"POLR2L"
4.29359597714996e-297,0.364777722118891,0.998,0.995,8.23941068015077e-293,"ATP5I"
3.47536762099587e-289,0.277142036313184,1,0.999,6.66923046469107e-285,"COX7C"
4.73120152690769e-282,2.36905067621515,0.25,0.056,9.07917573013586e-278,"MRPS24"
7.08151247947531e-270,-0.406342968313203,0.992,0.993,1.35894224481131e-265,"EIF4EBP1"
6.85628249612409e-268,0.387013293155591,0.997,0.988,1.31572061100621e-263,"TMEM258"
5.33414558526051e-263,1.76456121202092,0.337,0.121,1.02362253781149e-258,"PRICKLE4"
1.05429520088826e-261,0.528879583981354,0.937,0.875,2.02319249050457e-257,"NDUFA3"
1.80437029654217e-229,1.15684146633513,0.517,0.297,3.46258659906442e-225,"RPP21"
3.81114050962626e-223,0.353599766541364,0.993,0.988,7.31357863797279e-219,"NAA38"
3.6614773728381e-217,0.279177817454885,0.999,0.998,7.02637507847632e-213,"SNRPG"
4.83869360766028e-213,0.386477774968085,0.978,0.956,9.28545303310007e-209,"NDUFA1"
1.19564778001308e-192,1.79443594861278,0.251,0.085,2.2944480898451e-188,"ZNF749"
4.55031359291271e-189,0.966913867995213,0.554,0.352,8.73205178479949e-185,"RCSD1"
7.17620399862548e-189,1.50549580879755,0.303,0.125,1.37711354733623e-184,"DNLZ"
4.28050823173574e-178,1.07004003246293,0.463,0.27,8.21429529670089e-174,"CCDC18"
1.09928136461382e-177,0.257600724610673,1,0.999,2.10952093869391e-173,"UBL5"
1.15326219295141e-176,-0.266146714582988,0.993,0.997,2.21311014827375e-172,"EEF1D"
1.21711774674934e-173,0.931578578046399,0.529,0.346,2.33564895601198e-169,"TRAPPC5"
4.54790458181634e-172,0.64347156863427,0.744,0.609,8.72742889250556e-168,"CBWD5"
2.26930835153687e-171,0.775879019714342,0.651,0.478,4.35480272659926e-167,"MT-ND4L"
8.21911017911495e-170,0.830827770583915,0.578,0.393,1.57724724337216e-165,"COX16"
2.01806931729455e-166,0.346216061152983,0.979,0.963,3.87267501988825e-162,"MRPL33"
1.33204475959499e-160,-0.316825108433467,0.978,0.988,2.55619389366278e-156,"RBM3"
1.46796095043733e-159,-0.259463892272255,0.998,0.998,2.81701706388924e-155,"SLC25A6"
3.65930055071262e-155,-0.270736919337295,0.984,0.992,7.02219775681752e-151,"EIF3K"
1.80483571809536e-150,1.01138604064038,0.432,0.256,3.463479743025e-146,"PSMB10"
4.14283354598204e-141,0.637163703480373,0.786,0.678,7.95009757473953e-137,"HLA-DRB1"
1.8810605945355e-139,-0.427341426853294,0.809,0.894,3.60975528091362e-135,"RAP1B"
9.65946326546764e-138,-0.385951248949409,0.977,0.984,1.85365100064324e-133,"GYPC"
7.41568992155723e-136,0.377346719423836,0.958,0.925,1.42307089594683e-131,"SEC61G"
6.31140774778855e-135,-0.361511065024573,0.948,0.972,1.21115914680062e-130,"P4HB"
1.60987920161905e-132,1.55326772264253,0.205,0.076,3.08935818790696e-128,"HMGN4"
8.32081946607997e-129,-0.328383392084353,0.93,0.961,1.59676525554075e-124,"SLC39A3"
1.17302297017622e-128,0.522413768194694,0.77,0.667,2.25103107976817e-124,"ARF5"
9.31926097156346e-121,0.510810821313063,0.807,0.69,1.78836618044303e-116,"SNHG19"
1.81812873494006e-118,-0.412469745617058,0.84,0.898,3.48898904234997e-114,"LSP1"
1.01604554725534e-115,0.469918549180702,0.821,0.718,1.94979140518301e-111,"SMIM4"
2.62140144872434e-115,-0.319173529607468,0.913,0.95,5.03046938010202e-111,"COTL1"
5.50884301353978e-113,1.25372231619916,0.242,0.112,1.05714697429828e-108,"UBE2V1"
2.15313117478519e-109,0.266818151749534,0.987,0.979,4.13185872441277e-105,"USMG5"
2.29810112053745e-108,0.325597457328906,0.951,0.914,4.41005605031137e-104,"SON"
3.31106590829596e-107,0.300859416367288,0.953,0.924,6.35393547801995e-103,"NDUFC1"
1.18799199292427e-104,-0.422814844191517,0.691,0.8,2.27975663442168e-100,"MTFP1"
2.21201404105503e-104,-0.278429114241858,0.959,0.971,4.2448549447846e-100,"EIF3L"
