"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.72222378628048e-183,1.13463454120156,0.455,0.222,7.14294744587224e-179,"3","CKAP2L"
4.30182606779505e-183,0.82642063355208,0.662,0.388,8.2552042240987e-179,"3","GTSE1"
1.37031592128702e-182,0.989798560080676,0.562,0.308,2.62963625294979e-178,"3","FAM110A"
1.03177582607862e-181,0.669445400221838,0.851,0.628,1.97997781024488e-177,"3","IDS"
2.99413670900877e-180,0.276140677618753,1,0.998,5.74574834458783e-176,"3","SUMO2"
1.74395826127332e-179,0.701338597540638,0.804,0.571,3.3466559033835e-175,"3","RHOH"
1.23726464366536e-178,0.551076380410553,0.967,0.868,2.37431085119382e-174,"3","CKS2"
1.28912126303665e-177,0.972094179411686,0.565,0.316,2.47382370376733e-173,"3","AURKA"
3.43465088882405e-176,0.462026958104949,1,0.982,6.59109505565334e-172,"3","KIAA0101"
3.9867405166699e-176,0.623236636794993,0.895,0.717,7.65055505148954e-172,"3","BEX4"
1.40836312201383e-171,0.639095687708073,0.855,0.665,2.70264883114455e-167,"3","EMP3"
2.29743637926973e-170,0.585991588589236,0.929,0.792,4.40878041181861e-166,"3","TUBA1C"
2.23840262545721e-169,0.741692726062571,0.703,0.434,4.29549463825238e-165,"3","CENPA"
2.12347857756519e-168,0.961555229098783,0.465,0.23,4.0749553903476e-164,"3","ATP6V0A1"
4.65609539058619e-168,0.581652376692274,0.943,0.796,8.93504705453491e-164,"3","HLA-E"
7.20808525321419e-168,0.775223832021749,0.66,0.394,1.3832315600918e-163,"3","ASPM"
1.50608109530589e-164,0.406157469972369,0.994,0.968,2.89016962189199e-160,"3","TAGLN2"
1.28596706952043e-160,0.619980926142806,0.895,0.734,2.46777080640971e-156,"3","EIF1B"
2.04464586876968e-160,0.574498398777872,0.903,0.748,3.92367542216902e-156,"3","SIGIRR"
2.59692116498894e-160,0.59859742050244,0.907,0.745,4.98349171561377e-156,"3","MZT1"
3.50203329681111e-160,1.14906609557554,0.319,0.133,6.72040189658053e-156,"3","RNF144A"
8.38323321057957e-160,0.455626247125838,0.982,0.889,1.60874245311022e-155,"3","ARL6IP1"
4.54580928105818e-159,0.674851460292886,0.847,0.648,8.72340801035065e-155,"3","ETS2"
4.01236219239494e-158,0.32758669430398,0.999,1,7.6997230472059e-154,"3","GPX1"
4.32562641264888e-158,0.626057495482313,0.857,0.64,8.30087708587319e-154,"3","SKA2"
6.8394499610655e-158,0.660386337382945,0.975,0.888,1.31249044752847e-153,"3","LGALS1"
2.32556386649132e-152,1.07186106342057,0.39,0.189,4.46275705979685e-148,"3","FAM72D"
1.74355800680869e-151,1.24823601351188,0.299,0.124,3.34588781506588e-147,"3","TM6SF1"
1.97990819543374e-150,0.52374824002146,0.94,0.818,3.79944382703735e-146,"3","GNA15"
2.94722765937406e-150,0.630238822933347,0.87,0.661,5.65572987833882e-146,"3","CDCA4"
6.34473857029307e-150,0.456156088525993,0.979,0.945,1.21755533163924e-145,"3","DBI"
1.32012888636072e-148,0.405200584005682,0.987,0.938,2.53332733292622e-144,"3","NCF4"
1.32112382086394e-147,1.04655591460919,0.395,0.194,2.5352366122379e-143,"3","ESAM"
1.47812270911651e-146,0.349176804901216,0.997,0.971,2.83651747879457e-142,"3","LSM4"
1.65145511863786e-146,0.422809859962734,0.98,0.922,3.16914237266605e-142,"3","RBMX"
2.57705040570009e-146,0.898794759998326,0.471,0.25,4.94535972853847e-142,"3","CDCA3"
4.85311053000729e-146,0.849835089954693,0.56,0.324,9.31311910708399e-142,"3","ARHGAP11B"
2.380588887926e-144,0.832171223833689,0.531,0.298,4.56835007593e-140,"3","SPC25"
3.25974019341012e-144,0.493753130181013,0.937,0.74,6.25544143115402e-140,"3","BIRC5"
3.67401182652337e-144,0.92160690412156,0.571,0.346,7.05042869509835e-140,"3","ITGAL"
6.55040643418405e-144,1.0384286182655,0.39,0.19,1.25702299471992e-139,"3","PTP4A3"
4.1990774369347e-143,0.925880279166641,0.474,0.253,8.05802960147769e-139,"3","MEX3B"
1.36336129698499e-142,0.801494362411793,0.624,0.389,2.61629032891419e-138,"3","TNIP1"
1.38336581125664e-142,0.948018646635777,0.359,0.168,2.65467899180149e-138,"3","ALDH1A1"
8.10312879458922e-142,0.775176770110258,0.676,0.453,1.55499041568167e-137,"3","JUND"
9.97071026897428e-141,0.641140851781964,0.963,0.936,1.91337930061617e-136,"3","CD44"
3.67729781679655e-140,0.600070849516584,0.716,0.494,7.05673451043259e-136,"3","TIMP1"
1.54424377038703e-138,0.515254784528273,0.918,0.79,2.96340379537271e-134,"3","KIF5B"
2.90114575802753e-136,0.360500611996742,0.996,0.986,5.56729870965482e-132,"3","AVP"
6.28065414712661e-136,0.790604596002723,0.509,0.28,1.2052575308336e-131,"3","RPS6KA5"
5.63114772919781e-134,1.01175612238668,0.371,0.181,1.08061724923306e-129,"3","MTURN"
1.40767923328586e-132,0.269147478575358,0.999,0.994,2.70133644867556e-128,"3","MT-ND4"
2.68282649906061e-132,0.545735948549856,0.913,0.786,5.1483440516973e-128,"3","TNNT1"
3.99061073272257e-132,0.613774127852881,0.832,0.634,7.65798199609461e-128,"3","ELMSAN1"
7.294122756842e-132,0.316015438371667,0.994,0.972,1.39974215703798e-127,"3","CALM3"
7.66333513096325e-132,0.551728168029455,0.863,0.676,1.47059401163185e-127,"3","EVA1B"
1.87178299989873e-131,0.931330291780553,0.364,0.176,3.59195157680566e-127,"3","LTC4S"
7.00161007448203e-131,0.441109562429108,0.992,0.962,1.3436089732931e-126,"3","C6orf48"
1.62463933259552e-129,0.79107807805652,0.534,0.312,3.11768287925081e-125,"3","GDF11"
5.7621502768502e-129,0.251754875546931,1,1,1.10575663812755e-124,"3","H3F3B"
7.20749601406214e-128,0.890972281208076,0.469,0.261,1.38311848509852e-123,"3","HOXB5"
7.0140279402637e-127,0.651799211919819,0.706,0.48,1.3459919617366e-122,"3","NUDT14"
1.96974163387152e-126,0.669963728438511,0.654,0.42,3.77993419539945e-122,"3","ARHGAP11A"
2.41915368282195e-126,1.42161962704123,0.294,0.133,4.64235591733531e-122,"3","CXCL3"
3.31969911811234e-126,0.574775653137973,0.787,0.554,6.37050260765758e-122,"3","CDKN3"
3.71465651957571e-126,0.681171974923648,0.601,0.368,7.1284258610658e-122,"3","DAPK1"
3.1937003437912e-125,1.15448975217239,0.321,0.153,6.12871095973532e-121,"3","FAM64A"
3.4905515051943e-124,0.874205354431727,0.443,0.243,6.69836833846785e-120,"3","CENPE"
4.09181337484687e-124,0.348102953586029,0.996,0.98,7.85218986633114e-120,"3","CIRBP"
1.21264282759378e-123,0.769053357203308,0.715,0.507,2.32706158615247e-119,"3","SHMT2"
2.68586595012608e-122,1.01976432815022,0.255,0.106,5.15417675829194e-118,"3","STON2"
5.14143538361838e-122,0.401963758967214,0.97,0.905,9.86641450116368e-118,"3","C12orf57"
1.81815259981687e-121,0.737090986441376,0.585,0.363,3.48903483904856e-117,"3","BCL2L1"
3.06172697930606e-120,0.516409332150144,0.649,0.423,5.87545407328833e-116,"3","MLLT3"
2.471195800036e-119,0.775834856274342,0.547,0.336,4.74222474026908e-115,"3","PRC1"
3.9792893767062e-119,0.932773588816098,0.383,0.199,7.6362563138992e-115,"3","KIFC1"
4.20998802895273e-119,0.709704247227769,0.587,0.367,8.07896702756028e-115,"3","CDCA8"
1.34063293699312e-118,0.752117739351271,0.553,0.339,2.5726746060898e-114,"3","NUF2"
1.72540491745306e-118,0.863891561689735,0.465,0.264,3.31105203659242e-114,"3","TMEM98"
6.7280957760454e-118,0.762283086719212,0.571,0.354,1.29112157942311e-113,"3","DENND6B"
1.27910778157073e-117,0.625674446786914,0.757,0.559,2.45460783283424e-113,"3","HOXB-AS3"
1.87550009600478e-117,0.683891805653993,0.629,0.409,3.59908468423316e-113,"3","RHOC"
2.31072581427016e-117,0.880601951874792,0.406,0.217,4.43428283758444e-113,"3","HJURP"
4.22137340309691e-117,0.817729050942548,0.487,0.284,8.10081556054296e-113,"3","PLK1"
5.35661461976334e-117,0.642806913944429,0.661,0.438,1.02793434553259e-112,"3","SGOL1"
1.04086752006199e-116,1.12721944288383,0.274,0.124,1.99742477099897e-112,"3","FAM83D"
4.89872594843073e-116,1.0587168244809,0.274,0.122,9.40065509503858e-112,"3","APOBR"
5.81794826926442e-116,0.862613481807581,0.424,0.233,1.11646427287184e-111,"3","RACGAP1"
7.37571397740717e-116,0.667378130162831,0.646,0.425,1.41539951226444e-111,"3","AP1S2"
2.39911968594872e-115,0.399397868829244,0.959,0.873,4.6039106773356e-111,"3","RGS19"
3.10511622291681e-113,0.8141063750555,0.426,0.231,5.95871803177735e-109,"3","PCTP"
3.90439195972509e-113,0.651064517570339,0.604,0.382,7.49252817071245e-109,"3","MLLT11"
1.41841257840281e-112,0.912819654560566,0.394,0.21,2.72193373795499e-108,"3","PRDM8"
2.59662766546541e-112,0.327460869210986,0.987,0.944,4.98292849002812e-108,"3","ENSA"
2.08187123519448e-111,0.941054041649284,0.279,0.126,3.99511090033822e-107,"3","CAMK1D"
2.96820175851486e-110,0.929145035645002,0.345,0.175,5.69597917459002e-106,"3","DEPTOR"
4.40591584207458e-110,0.296410556513296,0.997,0.989,8.45495250094113e-106,"3","MYL6"
4.69596412674422e-110,0.44784857345243,0.91,0.752,9.01155515922216e-106,"3","TMPO"
6.99629483504267e-110,0.759019654725619,0.426,0.233,1.34258897884469e-105,"3","PPP1R14A"
1.56898437952523e-109,0.817282815504262,0.695,0.525,3.01088102430892e-105,"3","MIIP"
3.7093758607691e-109,0.852597464781524,0.408,0.226,7.1182922768159e-105,"3","KIF2C"
3.93566289688108e-109,0.987900130271482,0.301,0.144,7.55253709911479e-105,"3","SKIL"
5.83834877949782e-109,0.563025384754456,0.802,0.607,1.12037913078563e-104,"3","IER2"
7.51992946336794e-109,0.326525602521482,0.978,0.933,1.44307446402031e-104,"3","RAC2"
4.21866739602764e-108,0.550567711495351,0.69,0.47,8.09562273297704e-104,"3","GPAT3"
8.77255321450386e-107,0.370918741508614,0.965,0.889,1.68345296186329e-102,"3","CD82"
1.80700964486113e-106,0.618342424436601,0.66,0.448,3.46765150848852e-102,"3","KPNA2"
4.76235999452018e-106,0.825840116191133,0.393,0.216,9.13896882948423e-102,"3","PIM2"
6.87103336919394e-106,0.458228750122399,0.932,0.807,1.31855130354832e-101,"3","PHF19"
7.75480416403806e-106,0.828855433651804,0.397,0.217,1.4881469190789e-101,"3","RASSF5"
1.78957898526793e-105,0.921741711307042,0.289,0.136,3.43420207272915e-101,"3","TNFRSF14"
4.6895846600045e-105,0.875384545045313,0.475,0.29,8.99931296254863e-101,"3","GFOD1"
5.43252642491481e-105,0.631592164770208,0.725,0.533,1.04250182094115e-100,"3","SLC40A1"
3.93854405148453e-104,0.553936244748103,0.736,0.522,7.55806603479881e-100,"3","CKAP2"
9.7609947720905e-104,0.663107543248384,0.537,0.335,1.87313489676417e-99,"3","STXBP5"
5.04196152326528e-102,0.626527887294321,0.648,0.443,9.67552416314607e-98,"3","HOXB6"
6.56039476896654e-102,0.77352109935592,0.424,0.239,1.25893975616468e-97,"3","RP11-251M1.1"
7.70766453784365e-102,0.341278986542493,0.987,0.957,1.4791008248122e-97,"3","LST1"
1.04756403095906e-101,0.762842512789887,0.453,0.267,2.01027537541044e-97,"3","CD84"
2.3640348892091e-99,0.296460599091923,0.999,0.994,4.53658295239226e-95,"3","EEF2"
7.87921757568051e-99,0.437374252576187,0.906,0.768,1.51202185277309e-94,"3","ZDHHC12"
5.10083077876939e-98,0.540227431021702,0.8,0.619,9.78849426445846e-94,"3","CXXC5"
6.38308489814026e-98,0.576726795277702,0.751,0.567,1.22491399195312e-93,"3","PDLIM1"
1.47969206820051e-97,0.6490477542689,0.581,0.379,2.83952907887678e-93,"3","ZNF688"
6.29548314892033e-96,0.943477193597557,0.309,0.158,1.20810321627781e-91,"3","ISG20"
1.14452484738049e-95,0.83649884610404,0.445,0.264,2.19634318212316e-91,"3","PPP1R15A"
1.75131498958362e-95,0.496492196850088,0.789,0.607,3.36077346501096e-91,"3","ARHGEF6"
2.4637127243403e-95,0.576851705142363,0.766,0.593,4.72786471800903e-91,"3","SPNS1"
2.60985428954461e-95,0.52466582398243,0.763,0.586,5.00831038163611e-91,"3","FAM117A"
6.04446769994604e-95,0.556749428238356,0.575,0.364,1.15993335161965e-90,"3","MIR4435-2HG"
6.10073050667745e-95,0.538516057816599,0.75,0.547,1.1707301842314e-90,"3","UBE2T"
4.85854229417303e-94,0.2722206512594,0.996,0.965,9.32354266251805e-90,"3","NUCKS1"
6.37516475591393e-94,0.335195198495788,0.967,0.907,1.22339411665988e-89,"3","SEC11A"
1.15403532984988e-93,0.53797382983487,0.766,0.589,2.21459379798192e-89,"3","NRGN"
2.03026843141824e-93,0.262308683416166,0.996,0.971,3.8960851198916e-89,"3","PTP4A2"
2.16081104717103e-92,0.530520250408312,0.739,0.539,4.14659639952121e-88,"3","DLEU2"
6.72446338109891e-92,0.477970214692672,0.878,0.764,1.29042452283288e-87,"3","ST3GAL4"
1.27169945708067e-91,0.814232325568289,0.446,0.268,2.44039125813781e-87,"3","ATP1B1"
1.66398528739621e-91,0.440207741245452,0.833,0.676,3.19318776651332e-87,"3","ZFAND6"
5.652240764525e-90,0.957015538046477,0.278,0.139,1.08466500271235e-85,"3","HIST1H1D"
1.24159874324168e-89,0.475927482194173,0.8,0.629,2.38262798828078e-85,"3","CD33"
4.80595948569633e-89,0.829236483630893,0.355,0.197,9.22263625305127e-85,"3","SKA1"
7.61998940021767e-89,0.483545014509616,0.774,0.59,1.46227596590177e-84,"3","ACAP1"
1.43961917240038e-88,0.253281630693568,1,0.999,2.76262919183634e-84,"3","ACTG1"
5.196920522782e-87,0.382754726790524,0.892,0.756,9.97289048321867e-83,"3","GLO1"
9.47825051439013e-87,0.387640699555619,0.906,0.791,1.81887627371147e-82,"3","CHPT1"
2.24490033941656e-86,0.453304994271833,0.885,0.744,4.30796375134037e-82,"3","FAM212A"
2.81310743925312e-86,0.725928990838554,0.419,0.251,5.39835317592675e-82,"3","CASC5"
3.67003700749492e-86,0.397194561099984,0.975,0.925,7.04280101738275e-82,"3","ATF4"
4.83360784085284e-86,0.488394284530768,0.718,0.508,9.2756934465966e-82,"3","RRM2"
5.29049349899695e-86,0.87444580741287,0.306,0.163,1.01524570245752e-81,"3","CDCA2"
8.95676703510085e-86,0.776144033970465,0.376,0.214,1.71880359403585e-81,"3","ITPR2"
1.87660178559018e-85,0.65770012200205,0.717,0.534,3.60119882654756e-81,"3","H1F0"
2.01136516259888e-85,0.431651523317868,0.843,0.685,3.85980974702724e-81,"3","TADA3"
2.09638347957774e-84,0.553586193408713,0.575,0.382,4.02295989730969e-80,"3","AC004381.6"
2.9208436514727e-84,0.707771155155051,0.549,0.369,5.60509896717612e-80,"3","S100A10"
2.97819732384009e-84,0.375638790483587,0.931,0.826,5.71516066444914e-80,"3","HAX1"
3.21700153489829e-84,0.311336162949335,0.996,0.98,6.17342594546982e-80,"3","EGFL7"
3.40035076111145e-84,0.649731116394601,0.5,0.321,6.52527311057287e-80,"3","CISH"
5.05586787484128e-84,0.631223256912932,0.658,0.478,9.70221045182042e-80,"3","DUSP6"
7.25347560245583e-84,0.91042997550236,0.274,0.139,1.39194196811127e-79,"3","NFAT5"
9.78294337746056e-84,0.723236193467594,0.452,0.28,1.87734683413468e-79,"3","MXD3"
2.18857658468438e-83,0.823943735151408,0.344,0.192,4.19987846600933e-79,"3","HIST2H2AC"
1.20905587159977e-81,0.435636668095214,0.792,0.613,2.32017821759995e-77,"3","PRAME"
7.53943087777106e-81,0.261451328972624,0.991,0.961,1.44681678544427e-76,"3","RHOG"
1.39570102627475e-80,0.365027164453466,0.951,0.881,2.67835026942124e-76,"3","PTPN7"
5.30186313328787e-80,0.412892559613439,0.871,0.729,1.01742753527794e-75,"3","SLC25A11"
7.60020928293905e-80,0.403571052307473,0.702,0.503,1.458480161396e-75,"3","AP001171.1"
1.87158887666086e-79,0.676662644770639,0.404,0.239,3.5915790543122e-75,"3","ORAI3"
2.00028098916837e-79,0.443916694512896,0.831,0.676,3.8385392182141e-75,"3","MYL12A"
5.529187246616e-79,0.574866198978246,0.805,0.672,1.06105103262561e-74,"3","C10orf54"
1.37949516877555e-78,0.728922490105045,0.387,0.227,2.64725122888028e-74,"3","LRP10"
7.76958419808681e-78,0.387789430180229,0.863,0.692,1.49098320761286e-73,"3","FAM195B"
9.99571049927427e-78,0.624127216087152,0.501,0.322,1.91817684481073e-73,"3","TRAF4"
2.15262077105936e-77,0.662821122460653,0.488,0.316,4.13087925966291e-73,"3","CYTH2"
2.66052494480632e-77,0.561299158411158,0.683,0.505,5.10554736908333e-73,"3","OXT"
4.17999756177397e-77,0.358413091737929,0.875,0.754,8.02141532104424e-73,"3","TYROBP"
9.84332384611965e-77,0.709966834349166,0.327,0.18,1.88893384607036e-72,"3","PAG1"
1.32432312531077e-76,0.555094255925566,0.529,0.349,2.54137607747136e-72,"3","ZBTB16"
1.54863774559441e-76,0.448122710696319,0.87,0.772,2.97183583379568e-72,"3","CCND3"
1.91243168312593e-76,0.573947728426536,0.519,0.337,3.66995639991866e-72,"3","ARHGAP30"
3.58029127638728e-76,0.565921645742348,0.515,0.337,6.87057895938719e-72,"3","LCP2"
6.22445384065591e-76,0.428963957326435,0.796,0.628,1.19447269202187e-71,"3","SPAG7"
7.16366915844151e-76,1.00223296409799,0.337,0.196,1.37470811150493e-71,"3","PLPP1"
9.78991140066061e-76,0.394956382364518,0.864,0.706,1.87868399778677e-71,"3","DR1"
2.14363702492972e-75,0.629486098016618,0.451,0.28,4.11363945084013e-71,"3","C18orf32"
4.89390775785503e-75,0.369547222746938,0.895,0.786,9.39140898732381e-71,"3","VASP"
1.24578037356457e-74,0.463683014679355,0.724,0.547,2.3906525368704e-70,"3","PDLIM7"
1.56521387994932e-74,0.738909736175401,0.327,0.183,3.00364543562274e-70,"3","NFATC1"
1.63358886411424e-74,0.401263121544924,0.828,0.66,3.13485703023523e-70,"3","MESDC1"
2.40519447783414e-74,0.283924156834084,0.972,0.897,4.61556820296371e-70,"3","CELF2"
3.46072372398637e-74,0.56698462439337,0.54,0.357,6.64112882632984e-70,"3","ATP6V0A2"
5.50712962009947e-74,0.524223184878481,0.669,0.495,1.05681817409709e-69,"3","PTPN6"
9.14323455314418e-74,0.255274530264854,0.995,0.964,1.75458671074837e-69,"3","ANAPC11"
1.14902127304058e-73,0.626254763350792,0.413,0.251,2.20497182296487e-69,"3","KLF6"
1.37888547724219e-73,0.662254570815955,0.405,0.244,2.64608123082775e-69,"3","TLE3"
1.69087007634755e-73,0.498372313194348,0.687,0.499,3.24477967651096e-69,"3","PPIL3"
1.74065118670936e-73,0.443278427116286,0.885,0.77,3.34030962729527e-69,"3","SLC1A5"
2.49708944273435e-73,0.347734841979747,0.972,0.912,4.79191464060721e-69,"3","CORO1A"
2.8083321102239e-73,0.539398127233509,0.593,0.412,5.38918931951966e-69,"3","TAL1"
3.0411180816711e-73,0.524924947579824,0.398,0.239,5.83590559872683e-69,"3","SLC44A1"
4.21589443880545e-73,0.574297316622822,0.542,0.362,8.09030142806766e-69,"3","YPEL3"
6.07756532496217e-73,0.789293362424325,0.3,0.165,1.16628478586024e-68,"3","HIST1H2BN"
9.77558173968005e-73,0.791488690309716,0.292,0.16,1.8759341358446e-68,"3","HMMR"
3.84217103060557e-72,0.546151952794702,0.555,0.376,7.37312620773208e-68,"3","ESYT1"
6.77665820049766e-72,0.632306771150247,0.413,0.252,1.3004407086755e-67,"3","HOXB3"
1.49104591312674e-71,0.635391809791845,0.428,0.269,2.86131710729021e-67,"3","PTPRC"
1.6303575388234e-71,0.537640371349573,0.594,0.42,3.1286561170021e-67,"3","HNRNPLL"
2.43229136009361e-71,0.401398185036942,0.816,0.647,4.66756712001963e-67,"3","GNB2"
2.62439146433654e-71,0.660053817950922,0.352,0.203,5.03620722006183e-67,"3","GDI1"
3.8834859566663e-71,0.540256980110492,0.546,0.369,7.45240955084262e-67,"3","RARA"
7.99653242692629e-71,0.584221861303385,0.7,0.531,1.53453457272716e-66,"3","PMAIP1"
1.12596293331604e-70,0.610001263116751,0.461,0.295,2.16072286903347e-66,"3","TNFAIP8L1"
2.55742587793968e-70,0.528604687823772,0.551,0.369,4.90770025976624e-66,"3","CMC2"
3.78230271472001e-70,0.459371028040006,0.633,0.441,7.2582389095477e-66,"3","ASF1B"
5.93822242649764e-70,0.591726218998361,0.445,0.281,1.1395448836449e-65,"3","RMND5B"
9.72589509738466e-70,0.402288134136397,0.74,0.552,1.86639926918812e-65,"3","CCNA2"
2.40875645206023e-69,0.726343118003247,0.349,0.207,4.62240363150358e-65,"3","DEPDC1"
2.49323265062341e-69,0.597781860740948,0.387,0.233,4.78451345654632e-65,"3","CPPED1"
2.94587269997725e-69,0.529793333574061,0.57,0.395,5.65312971125634e-65,"3","POLD4"
3.37900137608985e-69,0.460041094173917,0.761,0.608,6.48430364071642e-65,"3","SLC16A3"
5.40371243522017e-69,0.335588380937361,0.929,0.833,1.03697241631875e-64,"3","RNF167"
1.49489537445298e-68,0.367897014538024,0.873,0.727,2.86870422357527e-64,"3","UBC"
1.95772061830725e-68,0.525492497760727,0.577,0.403,3.75686586653161e-64,"3","WDR13"
1.97781231425793e-68,0.507422025834688,0.6,0.418,3.79542183106098e-64,"3","AIP"
6.27004730728508e-68,0.704566510277263,0.337,0.196,1.20322207826801e-63,"3","RP11-25K19.1"
1.29751664111375e-67,0.603007776457307,0.41,0.252,2.48993443429729e-63,"3","CENPL"
3.97881575650969e-67,0.871636801115024,0.265,0.145,7.63534743674209e-63,"3","PCK2"
5.53767987508107e-67,0.412541735032922,0.754,0.565,1.06268076802806e-62,"3","CDCA5"
1.16086846247709e-66,0.483816859011942,0.644,0.469,2.22770657949354e-62,"3","NIPSNAP3A"
1.21974864842715e-66,0.506122285426224,0.405,0.245,2.34069765633171e-62,"3","C10orf128"
1.36420198218594e-66,0.456502791812952,0.532,0.352,2.61790360381482e-62,"3","CCNB1"
1.699123695191e-66,0.598404716898606,0.402,0.25,3.26061837107152e-62,"3","HIST1H1C"
3.44204563250414e-66,0.324734112942868,0.893,0.742,6.60528556877544e-62,"3","SMC2"
4.51650356585877e-66,0.507359351158784,0.556,0.381,8.66717034288298e-62,"3","FAM111A"
5.12002658536747e-66,0.568484735383461,0.522,0.353,9.82533101732018e-62,"3","MND1"
6.6137073275469e-66,0.530619643262504,0.573,0.401,1.26917043615625e-61,"3","CDC20"
7.42171462387904e-66,0.479472150334495,0.566,0.385,1.42422703632239e-61,"3","STAMBP"
9.6098241680774e-66,0.753662662051235,0.332,0.197,1.84412525785405e-61,"3","NCAPG"
1.53393349117753e-65,0.26908167942443,0.978,0.942,2.94361836956967e-61,"3","CALM1"
1.54289097882321e-65,0.698632934974531,0.369,0.226,2.96080778836174e-61,"3","CDKN2C"
4.08379812118626e-65,0.270091484507744,0.982,0.941,7.83680859455644e-61,"3","SPN"
4.18118358780355e-65,0.485421676821821,0.637,0.462,8.02369130499502e-61,"3","PRR34-AS1"
6.94976577890939e-65,0.568155744880478,0.425,0.268,1.33366005297271e-60,"3","MYO1G"
7.49867391479483e-65,0.408134826579433,0.887,0.775,1.43899552424913e-60,"3","CEBPB"
6.17318400641492e-64,0.397080015844664,0.706,0.524,1.18463401083102e-59,"3","PTTG1"
8.67641829737234e-64,0.535627908959627,0.509,0.34,1.66500467126575e-59,"3","FBXO5"
9.81441719985696e-64,0.2935961923246,0.942,0.825,1.88338666065255e-59,"3","PNRC2"
1.24167583560042e-63,0.609590207281201,0.419,0.267,2.3827759285172e-59,"3","SPC24"
1.31817560371207e-63,0.49917620497581,0.53,0.361,2.52957898352346e-59,"3","TAX1BP3"
1.66807371502053e-63,0.522607213491344,0.506,0.336,3.20103345912439e-59,"3","NRM"
2.35636402536407e-63,0.660955709750877,0.338,0.202,4.52186256467365e-59,"3","C21orf58"
4.48008146091059e-63,0.324460529628232,0.918,0.786,8.59727632348742e-59,"3","DTYMK"
1.03560814481367e-62,0.414354734893876,0.753,0.584,1.98733202989743e-58,"3","PTTG1IP"
1.03673225101374e-62,0.505630081867461,0.601,0.429,1.98948918969536e-58,"3","EMC9"
1.06688680897064e-62,0.557684501111729,0.38,0.233,2.04735578641466e-58,"3","MAST4"
1.24172968484995e-62,0.545242029174705,0.473,0.31,2.38287926522706e-58,"3","QPRT"
1.46394686379315e-62,0.524145312549227,0.521,0.358,2.80931403161906e-58,"3","TMBIM1"
1.55974851376855e-62,0.549027652693616,0.452,0.296,2.99315739792185e-58,"3","DEPDC1B"
1.63977090793861e-62,0.526365424144687,0.444,0.286,3.14672037233419e-58,"3","SWAP70"
3.87358670488695e-62,0.629505652432195,0.346,0.208,7.43341288667806e-58,"3","IL1B"
4.09862597653266e-62,0.373892032427146,0.888,0.796,7.86526324896617e-58,"3","HN1"
5.64843601276873e-62,0.664828759767001,0.352,0.213,1.08393487085032e-57,"3","RGS14"
9.15416369964616e-62,0.536150021332575,0.491,0.331,1.7566840139621e-57,"3","KNSTRN"
1.64006032920165e-61,0.802407840779408,0.348,0.221,3.14727577173796e-57,"3","PSAT1"
2.39145076487517e-61,0.556618903487538,0.49,0.328,4.58919401779545e-57,"3","CCDC28A"
2.41244125159853e-61,0.304190417979304,0.913,0.793,4.62947476181757e-57,"3","MAD2L1"
3.45508629840428e-61,0.42650370249636,0.672,0.498,6.63031060663782e-57,"3","RAD51AP1"
3.56511239968404e-61,0.568695446609545,0.738,0.582,6.84145069499367e-57,"3","SLC3A2"
3.7298731062655e-61,0.595886185914902,0.459,0.303,7.15762649092349e-57,"3","RAB33A"
5.06045220214537e-61,0.368957765461805,0.818,0.672,9.71100777591697e-57,"3","PPP1R11"
5.25004805197182e-61,0.670994769548883,0.408,0.264,1.00748422117339e-56,"3","FAM105A"
5.32438447494778e-61,0.396828488623537,0.79,0.645,1.02174938074248e-56,"3","NFKBIA"
7.64365633401073e-61,0.360780649507297,0.845,0.707,1.46681765049666e-56,"3","SNRPN"
1.21491703110221e-60,0.395463929203996,0.777,0.628,2.33142578268515e-56,"3","SAP30"
1.30402500535312e-60,0.504612836411986,0.492,0.334,2.50242398527263e-56,"3","BIN2"
1.69150249853616e-60,0.326227753672027,0.893,0.781,3.24599329469089e-56,"3","TIMM10"
2.09488543880621e-60,0.5331847432296,0.429,0.274,4.02008515706911e-56,"3","AHNAK"
5.7970011242655e-60,0.379867919022258,0.803,0.644,1.11244451574655e-55,"3","BUB3"
8.14429197534159e-60,0.40401127861539,0.658,0.49,1.56288963006805e-55,"3","LTB"
1.79872781949724e-59,0.673425927472049,0.303,0.178,3.45175868561521e-55,"3","KIF23"
2.87941736940301e-59,0.71976204917095,0.278,0.159,5.52560193188438e-55,"3","PRR11"
3.59615295263085e-59,0.373849509910315,0.775,0.599,6.90101751609859e-55,"3","DYNLT1"
4.19590619377567e-59,0.449465901885679,0.588,0.422,8.0519439858555e-55,"3","BNIP3L"
8.20397292601846e-59,0.422474257611462,0.638,0.471,1.57434240450294e-54,"3","LPCAT2"
8.37682742536573e-59,0.60028439649217,0.314,0.185,1.60751318292768e-54,"3","HOXA10-AS"
9.03064438854229e-59,0.386731623694759,0.772,0.623,1.73298065816127e-54,"3","SNRNP27"
1.21998753829072e-58,0.361686466424849,0.796,0.624,2.34115608597989e-54,"3","WSB1"
1.77990416610279e-58,0.419377546904212,0.683,0.518,3.41563609475126e-54,"3","BMP2K"
1.91595625637922e-58,0.568075497054937,0.39,0.246,3.67672005599172e-54,"3","GNB5"
3.18916816609257e-58,0.407673423712188,0.733,0.567,6.12001371073163e-54,"3","FADS1"
