"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
4.73506817174784e-114,-0.268529926393004,0.999,0.999,9.0865958215841e-110,"ACTG1"
1.97852385697754e-113,-0.47404399827642,0.752,0.84,3.79678728153989e-109,"NDUFA7"
2.14952838234361e-113,-0.833221451603172,0.382,0.539,4.12494496571738e-109,"CD58"
3.75554516181088e-113,-0.860677538448947,0.349,0.513,7.20689116551508e-109,"ITGB2"
8.1675292507899e-112,-1.09803838153258,0.222,0.383,1.56734886322658e-107,"SLC35F6"
2.86954867898897e-111,-0.969166559403053,0.276,0.436,5.50666391497983e-107,"ZNF609"
3.55353572170176e-111,0.46087801018986,0.873,0.787,6.81923504994567e-107,"MRPS26"
9.79825202777825e-111,0.798537183618198,0.523,0.336,1.88028456413065e-106,"IGHM"
1.09263742319248e-110,0.375216263616293,0.954,0.916,2.09677121510637e-106,"NME4"
2.02393298277815e-110,-1.26168493998999,0.167,0.318,3.88392739395127e-106,"ITPR2"
2.14049768502853e-110,-0.292842212691683,0.969,0.981,4.10761505756975e-106,"GLTSCR2"
2.64394589066709e-110,-0.306467610997144,0.965,0.975,5.07373216419014e-106,"EIF3F"
8.87633350246532e-110,-0.980942504727053,0.278,0.44,1.7033683991231e-105,"SEPT1"
1.42677092689248e-109,-0.333836530532062,0.947,0.97,2.73797340870667e-105,"TMEM123"
1.05917527357977e-108,1.35392566362447,0.25,0.1,2.03255734999957e-104,"MRPS24"
1.42368115205911e-108,0.441744200795424,0.865,0.771,2.73204413080143e-104,"COX20"
2.47410133040606e-108,-1.04827498292399,0.255,0.415,4.74780045304922e-104,"FCGRT"
3.25574556394361e-108,-1.06518599651583,0.223,0.381,6.24777573720779e-104,"EVI2B"
7.64561799487618e-108,-1.0072168799516,0.194,0.356,1.46719409321674e-103,"PPP1R14A"
7.98144095166299e-108,0.266530621493776,0.996,0.989,1.53163851862413e-103,"GADD45GIP1"
